"permutation","balanced_accuracy"
970,0.296296296296296
971,0.407407407407407
972,0.185185185185185
973,0.222222222222222
974,0.37037037037037
975,0.222222222222222
976,0.333333333333333
977,0.518518518518518
978,0.296296296296296
979,0.148148148148148
980,0.407407407407407
981,0.407407407407407
982,0.518518518518518
983,0.444444444444444
984,0.481481481481482
985,0.185185185185185
986,0.37037037037037
987,0.296296296296296
988,0.222222222222222
989,0.296296296296296
990,0.222222222222222
991,0.259259259259259
992,0.185185185185185
993,0.111111111111111
994,0.222222222222222
995,0.296296296296296
996,0.296296296296296
997,0.333333333333333
998,0.296296296296296
999,0.296296296296296
1000,0.37037037037037
